,Vehicle Number,Vehicle Type,Vehicle Emissions Standard,Vehicle Registration Number,TARE Weight (KG),Total Trips,Routes,Service Types,Total Running Time,Total In-Service KM,Total Passenger KM,Cancelled Trips Count,Average Speed,Average Occupancy,"Total CO2 Emissions, KG","Total Emissions Value, $","Total Emissions Savings, $",Emissions per VKT
259,3505,DD,EURO6,LME486,14703.0,1505,"1, 7, 23, 39, 635, 654, 774, 726, 646, 24, 27, 29, 775, 19, 17, 731, 633, 673, 682, 732, 627, 26, 730, 634, 648","Public Bus, School Bus",3978803,21583.419,364135.173,22,18.223977396226168,16.274576617465122,25445.183494820212,2213.7309640493586,4244.066277116027,1.1789227413330674
260,3506,DD,EURO6,LME482,14703.0,1508,"1, 7, 23, 654, 19, 774, 39, 635, 726, 732, 627, 680, 24, 633, 27, 29, 17, 775, 731, 734, 681, 730, 776, 646, 770, 673","Public Bus, School Bus",3636576,18871.977,267881.391,17,18.09048367751891,13.895261821589601,22709.558838329907,1975.731618934702,2775.0418191460676,1.203348162109879
261,3507,DD,EURO6,LME536,14741.0,1395,"1, 7, 23, 19, 39, 627, 633, 654, 635, 24, 648, 726, 29, 774, 17, 681, 27, 734, 634, 732, 731, 646, 730, 775, 673, 776","Public Bus, School Bus",3348249,19386.805,303206.55,3,16.870468047486312,15.148999776022102,21291.351644111714,1852.347593037719,3524.903953308435,1.0982393253613327
262,3508,DD,EURO6,LME547,14650.0,1442,"1, 7, 23, 635, 726, 634, 39, 19, 774, 776, 24, 648, 17, 730, 27, 731, 681, 29, 775, 682, 633, 734, 627, 732, 673, 654","Public Bus, School Bus",3436442,17993.596,274393.259,4,18.352421705599863,14.448346012243059,21561.70485381433,1875.8683222818468,2990.3905902143074,1.1982988199698565
263,3509,DD,EURO6,LLC93,14940.0,1287,"1, 7, 23, 654, 19, 39, 24, 635, 774, 29, 726, 731, 633, 627, 27, 730, 17, 634, 734, 681, 775, 646","Public Bus, School Bus",3166775,16183.492,235306.555,4,17.727299573872013,14.14213035249571,19847.97429872204,1726.7737639888176,2446.2974864150287,1.2264333494107478
264,3510,DD,EURO6,LME520,14940.0,1356,"7, 23, 1, 39, 654, 726, 635, 633, 682, 648, 646, 24, 29, 27, 17, 732, 634, 734, 774, 19, 681, 627, 730, 775, 731","Public Bus, School Bus",3464239,18396.047,274420.022,7,18.59383039768005,14.343817359149982,22215.188284686814,1932.7213807677529,2934.0121632399396,1.2076066279177704
265,3511,DD,EURO6,LME557,14643.0,1208,"7, 1, 23, 39, 635, 19, 24, 29, 633, 27, 774, 730, 726, 17, 734, 681, 682, 770, 646, 732, 627, 648, 673, 731, 775, 634, 674","Public Bus, School Bus",2998416,16030.896,232166.271,9,18.328651520774805,13.947504588234686,18987.53555425001,1651.915593219751,2465.4639282456337,1.184433830414096
266,3512,DD,EURO6,LME555,14678.0,1152,"1, 7, 23, 19, 726, 39, 635, 774, 24, 654, 29, 27, 17, 730, 673, 734, 731, 634, 685, 681, 775","Public Bus, School Bus",2210377,13988.929,196279.5,5,14.74943876781731,13.169198158014705,13831.622720954158,1203.3511767230118,2277.590263661604,0.9887549447819884
267,3513,DD,EURO6,LME484,14960.0,1530,"1, 7, 774, 23, 39, 635, 654, 19, 726, 24, 633, 27, 29, 627, 634, 681, 731, 17, 734, 730, 770, 646","Public Bus, School Bus",3874360,20866.937,308354.273,15,18.45641269391391,14.110812084345794,24851.56184011505,2162.085880090009,3306.4585537676835,1.1909539881255715
268,3514,DD,EURO6,LME522,14629.0,1742,"1, 7, 23, 39, 635, 726, 634, 774, 627, 17, 730, 24, 27, 682, 29, 19, 633, 731, 646, 654, 734, 775, 673, 732, 26, 625","Public Bus, School Bus",4503013,24175.490999999998,364492.632,14,18.740468824877855,14.13622892374321,28692.11813511256,2496.214277754793,3967.9223612913615,1.1868266971335788
269,3515,DD,EURO6,LME560,14559.0,1339,"7, 23, 726, 19, 1, 29, 39, 635, 654, 17, 774, 731, 27, 775, 633, 24, 634, 646, 732, 627, 730, 734, 673, 682, 648, 26, 625","Public Bus, School Bus",3080860,18245.923,283544.134,4,16.6434823563896,14.947824032929852,19516.494799579792,1697.935047563442,3330.6111134904045,1.0696359290554822
270,3516,DD,EURO6,LME554,14651.0,1153,"7, 19, 39, 635, 1, 774, 23, 726, 654, 29, 24, 648, 673, 732, 633, 27, 681, 646, 731, 627, 682, 17, 775, 734, 634, 730","Public Bus, School Bus",2700825,15968.431,243299.436,9,16.538504779990518,14.831813872168484,17228.735012099758,1498.8999460526786,2815.9219747011675,1.0789247241698172
271,3517,DD,EURO6,LNN755,14940.0,1396,"1, 7, 23, 634, 726, 774, 732, 627, 39, 24, 19, 654, 776, 29, 731, 17, 681, 27, 633, 673, 682, 635, 730, 734, 646, 775, 648","Public Bus, School Bus",3358355,17831.053,266515.803,8,18.13295853820309,14.171684341209879,21334.89912497103,1856.1362238724798,2870.4190362544437,1.1965024794088734
272,3518,DD,EURO6,LME490,14950.0,1142,"7, 23, 39, 1, 27, 726, 774, 29, 635, 654, 19, 24, 633, 17, 770, 681, 775, 646, 732, 682, 627, 734, 730, 731, 634, 648","Public Bus, School Bus",1939485,13970.455,197383.857,4,13.334057187502296,13.180022505377968,12408.054995217333,1079.500784583908,2421.0260024430154,0.8881639857268309
273,3519,DD,EURO6,LLC82,14920.0,156,"23, 7, 39, 635, 1, 726, 19, 627, 17, 29, 734, 24","Public Bus, School Bus",398855,2043.282,29102.403,0,18.201225007884688,13.711701650642814,2517.012355567039,218.9800749343324,297.13984903874456,1.231847760400688
274,3520,DD,EURO6,LME532,14940.0,1303,"23, 7, 726, 1, 27, 634, 39, 24, 29, 19, 633, 17, 635, 646, 774, 681, 734, 775, 654, 731, 730, 627, 648, 732, 682","Public Bus, School Bus",3106282,17190.218,260163.465,10,18.280014422484566,14.265908317038365,20010.755900254546,1740.9357633221455,2872.963225581701,1.1640780762788783
275,3521,DD,EURO6,LME558,14980.0,1389,"1, 23, 7, 39, 635, 774, 29, 726, 654, 19, 24, 732, 27, 730, 17, 682, 634, 775, 731, 681, 734, 627, 633, 648, 674, 673, 26, 625","Public Bus, School Bus",3157472,18818.925,292945.716,5,16.171233875989937,14.802012103070735,20252.166844766256,1761.9385154946642,3433.3410863361055,1.0761596023559399
276,3522,DD,EURO6,LME487,14940.0,1354,"1, 23, 682, 7, 39, 654, 726, 635, 774, 29, 19, 627, 24, 732, 673, 633, 27, 17, 730, 731, 734, 681, 775, 634, 674, 776","Public Bus, School Bus",3460612,18501.908,279129.469,8,18.63428346276396,14.705475966168414,22282.550116893693,1938.5818601697508,3011.6719150571726,1.2043379589225984
277,3523,DD,EURO6,LME519,14920.0,941,"1, 7, 23, 39, 774, 24, 654, 29, 27, 635, 732, 634, 17, 726, 19, 633, 730, 734, 682, 627, 648","Public Bus, School Bus",2187239,13154.624,202694.212,14,17.40675752449885,14.918789803089371,14229.233358176327,1237.9433021613404,2356.760588346352,1.0816906175483485
278,3524,DD,EURO6,LLC94,14960.0,1620,"1, 7, 23, 774, 39, 633, 776, 635, 24, 29, 730, 726, 19, 731, 17, 27, 646, 734, 681, 775, 673, 627, 682, 634, 648","Public Bus, School Bus",3882855,20363.19,288474.745,8,18.312629782423922,13.490606881675328,24650.203557759687,2144.567709525093,2971.4209412249074,1.2105276019012585
279,3525,DD,EURO6,LME521,14864.0,849,"1, 7, 23, 726, 39, 774, 29, 19, 634, 635, 24, 654, 25, 648, 27, 17, 646, 730, 732, 731, 734, 633, 681","Public Bus, School Bus",2093312,11011.803,162657.333,3,18.075225387064364,14.314191344278044,13251.685115322061,1152.8966050330193,1731.7686352092885,1.2034073907172205
280,3526,DD,EURO6,LLC97,14940.0,1267,"1, 7, 23, 39, 774, 726, 635, 654, 19, 24, 27, 634, 633, 627, 29, 646, 731, 681, 17, 734, 730, 732, 770, 776","Public Bus, School Bus",3199460,17421.367,266075.328,10,17.839860282241418,14.874203905690786,20540.414497783182,1787.0160613071366,2931.7275441082484,1.1790357494783954
281,3527,DD,EURO6,LME528,14960.0,1138,"1, 7, 23, 774, 39, 635, 29, 27, 19, 24, 17, 775, 726, 734, 646, 731, 776, 681, 770, 725, 654","Public Bus, School Bus",2700647,14074.97,203752.092,7,17.93705511048697,13.558482465644314,17054.548135076362,1483.7456877516436,2129.7192976791257,1.211693391536633
282,3700,ELVDD,ELECTRIC,LTK368,12000.0,506,"1, 7, 39, 23, 24, 27, 19, 726, 634, 29, 17, 734, 646, 681, 730","Public Bus, School Bus",1417530,7813.101,108342.856,3,19.144000561226527,12.599571486070245,0.915929315,0.079685850405,1921.3391949803643,0.00011722993405563297
283,3701,ELVDD,ELECTRIC,LNB349,12000.0,1690,"1, 23, 7, 39, 19, 27, 29, 17, 24, 681, 726, 734, 654, 731, 775, 646, 730, 673, 770, 776","Public Bus, School Bus",3726128,23417.727,322188.748,15,17.10253481998136,12.344582799887382,2.4302934460000003,0.211435529802,5713.6820915009675,0.00010378007421471779
284,3702,ELVDD,ELECTRIC,LMN420,12810.0,1149,"1, 39, 7, 23, 654, 24, 681, 17, 29, 734, 19, 726, 27, 646, 770, 730, 731","Public Bus, School Bus",3085412,16874.905,237453.244,1,18.731740452299032,12.808041255293087,1.9628258650000001,0.170765850255,4210.971188318976,0.00011631626163228772
285,3703,ELVDD,ELECTRIC,LNB372,12070.0,1209,"1, 7, 23, 726, 39, 19, 29, 24, 27, 681, 731, 17, 734, 646, 730, 775, 654","Public Bus, School Bus",3013512,17102.461,245873.583,3,18.234942725273385,12.730546813218362,1.937356414,0.168550008018,4360.30487773429,0.00011327939376678011
286,3704,ELVDD,ELECTRIC,LNB362,11960.0,853,"7, 23, 1, 39, 19, 730, 775, 24, 27, 29, 17, 646, 734, 726, 681, 731","Public Bus, School Bus",2392504,13150.815,192300.601,3,18.983839256679616,13.617356532051392,1.527199352,0.132866343624,3410.2443306217606,0.00011612963546365758
287,3705,ELVDD,ELECTRIC,LNB367,11980.0,1712,"1, 23, 7, 19, 39, 654, 726, 24, 731, 17, 29, 734, 730, 27, 681, 775, 646, 770","Public Bus, School Bus",4362299,23937.256,327352.573,13,18.73355440765218,12.072509887451059,2.783574339,0.242170967493,5805.229806351738,0.00011628627521049195
288,3706,ELVDD,ELECTRIC,LPN734,12020.0,1590,"1, 7, 23, 39, 19, 29, 776, 27, 17, 24, 734, 646, 726, 654, 731, 730, 681, 775","Public Bus, School Bus",4197047,23306.45,326206.95,10,18.820716835178057,12.51958157623031,2.7062774129999996,0.235446134931,5784.919347903531,0.00011611710118872671
289,3707,ELVDD,ELECTRIC,LPN737,12020.0,893,"1, 7, 39, 23, 29, 24, 17, 27, 726, 19, 734, 730, 681, 775, 646, 731","Public Bus, School Bus",2127763,11762.518,164759.915,5,17.861272807684063,12.159296457558707,1.331084496,0.115804351152,2921.837918975771,0.00011316322712534849
290,3708,ELVDD,ELECTRIC,LPN758,12040.0,506,"1, 23, 7, 39, 654, 775, 19, 24, 17, 29, 681, 734, 726, 27, 646, 730, 731, 673","Public Bus, School Bus",1365845,7448.592,109376.231,4,18.988655744950375,13.325319067882901,0.875249522,0.076146708414,1939.6692422954322,0.00011750536504080234
291,3709,ELVDD,ELECTRIC,LTD252,12050.0,1243,"7, 19, 23, 1, 39, 654, 24, 27, 17, 734, 29, 681, 726, 730, 673, 770, 731, 646","Public Bus, School Bus",3372455,19601.744,283511.077,6,18.630408753298525,13.188754425705458,2.1892631110000003,0.190465890657,5027.76944198242,0.00011168715962212344
292,3710,ELVDD,ELECTRIC,NPJ36,11500.0,2538,"1, 23, 7, 19, 39, 732, 24, 27, 29, 17, 734, 682, 648, 627, 726, 646, 776, 635, 731, 730, 681, 770, 685, 633","Public Bus, School Bus",5338288,42179.842,580190.014,13,15.641809359310026,12.887783614779032,3.7082393250000005,0.322616821275,10289.12413146334,8.791496480712281e-05
293,3711,ELVDD,ELECTRIC,NRG554,11500.0,1879,"1, 7, 23, 732, 39, 627, 29, 24, 17, 730, 734, 27, 726, 634, 19, 648, 633, 635, 646, 731, 682, 770","Public Bus, School Bus",5131083,30438.674,438031.884,8,18.740670789854846,13.23614865349285,3.395133903,0.295376649561,7768.031612288901,0.00011154013814793642
294,3712,ELVDD,ELECTRIC,NSS873,11500.0,2635,"1, 7, 39, 23, 654, 634, 633, 27, 24, 627, 19, 29, 17, 682, 635, 648, 726, 732, 731, 646, 681, 734, 674, 770","Public Bus, School Bus",7784964,44523.159,643295.927,10,20.350641393236717,13.58610568815034,5.242623183,0.456108216921,11408.149735617695,0.00011775047639813698
295,3713,ELVDD,ELECTRIC,NTZ849,11520.0,2667,"1, 7, 29, 23, 39, 635, 633, 634, 24, 27, 627, 17, 646, 648, 19, 734, 731, 673, 732, 682, 625, 726, 674, 681","Public Bus, School Bus",7934747,45023.611,662710.205,18,20.1405849861877,13.885772129646048,5.311611648,0.462110213376,11752.44848692124,0.00011797391479772693
296,3714,ELVDD,ELECTRIC,NTZ882,11520.0,2289,"1, 7, 39, 23, 635, 17, 19, 29, 27, 732, 24, 730, 646, 681, 633, 648, 734, 674, 726, 682, 673, 634, 627","Public Bus, School Bus",6934796,39587.009,579457.021,13,20.236305012116436,13.93074509792254,4.671701048000001,0.406437991176,10276.040961358825,0.00011801096283884446
297,3715,ELVDD,ELECTRIC,NWB16,11520.0,2101,"1, 7, 19, 23, 29, 39, 24, 633, 732, 27, 17, 646, 648, 734, 681, 726, 730, 634, 627, 682, 731, 654, 635","Public Bus, School Bus",5404200,34623.819,503515.716,11,17.52415477522864,13.498406027219533,3.611139252,0.314169114924,8929.343394254307,0.00010429638775549283
298,3716,ELVDD,ELECTRIC,NWB181,11520.0,1899,"1, 7, 39, 646, 23, 19, 627, 24, 635, 29, 27, 17, 634, 681, 775, 648, 732, 633, 726, 731, 654, 774, 770, 674","Public Bus, School Bus",5527876,32147.515,467473.458,4,20.863993227979957,13.675661633720113,3.782377396,0.329066833452,8290.132913312702,0.00011765691363702606
299,3717,ELVDD,ELECTRIC,NYK619,11520.0,1453,"1, 7, 23, 39, 774, 776, 24, 633, 19, 27, 29, 732, 634, 648, 646, 681, 17, 726, 730, 731, 627, 635, 734, 674, 682, 775","Public Bus, School Bus",4325012,24228.372,361185.1,3,20.128753620219932,13.878694043498253,2.8680812369999997,0.249523067619,6405.229308086227,0.00011837696882811606
300,3718,ELVDD,ELECTRIC,NZQ529,11520.0,2311,"1, 7, 23, 39, 730, 627, 19, 635, 24, 634, 27, 633, 17, 29, 732, 648, 682, 734, 726, 654, 770, 776, 673","Public Bus, School Bus",6916173,39178.006,584547.582,21,19.93144754320993,14.171232218616199,4.591213018,0.399435532566,10366.327105244358,0.00011718853220860705
301,3719,ELVDD,ELECTRIC,PCE181,11580.0,2205,"1, 7, 39, 23, 730, 19, 24, 732, 27, 17, 29, 634, 627, 681, 633, 635, 648, 731, 775, 682, 734, 725, 726, 646, 673","Public Bus, School Bus",6215867,34967.103,503593.472,17,19.849489227394923,13.180616830979892,4.103559348,0.357009663276,8930.679526459802,0.0001173548563059399
302,3720,ELVDD,ELECTRIC,PCE220,11580.0,2493,"1, 7, 23, 39, 19, 24, 732, 726, 17, 27, 633, 627, 29, 635, 682, 634, 648, 775, 730, 646, 731","Public Bus, School Bus",7252639,41918.348,633180.625,15,20.25038012936931,14.197758377310844,4.896609739,0.426005047293,11228.788848318092,0.00011681304184506507
303,3721,ELVDD,ELECTRIC,PJH626,11580.0,1865,"633, 1, 7, 23, 24, 627, 27, 39, 648, 682, 29, 17, 19, 634, 734, 732, 635, 674, 681, 730, 646, 731, 775","School Bus, Public Bus",5361904,30169.542,446906.366,10,19.911857592867147,13.699417810521478,3.5571758460000003,0.309474298602,7925.403039647552,0.0001179061931400881
304,3722,ELVDD,ELECTRIC,PJL685,11580.0,1476,"1, 7, 627, 23, 19, 24, 633, 17, 27, 39, 29, 681, 648, 673, 634, 732, 635, 731","Public Bus, School Bus",4278873,24538.289,375949.599,8,20.21501196780088,14.365527018290948,2.8692358939999996,0.24962352277799998,6667.071918742607,0.00011692893070091396
305,3723,ELVDD,ELECTRIC,PJZ362,11580.0,1639,"1, 7, 726, 23, 19, 39, 27, 29, 24, 648, 635, 633, 17, 634, 732, 682, 673, 230, 731, 627, 25","Public Bus, School Bus",3230649,26919.632,387124.166,4,14.250624101413543,13.378184807386235,2.1940991519999997,0.190886626224,6865.307303473776,8.150554034319636e-05
306,3724,ELVDD,ELECTRIC,PKK217,11580.0,1135,"1, 7, 24, 29, 19, 23, 27, 17, 39, 627, 673, 633, 726, 648, 634, 681, 734, 731, 635, 732","Public Bus, School Bus",3121478,17315.521,254402.55,3,19.92417799041831,13.255027451015136,2.0465565260000003,0.178050417762,4511.553326697623,0.00011819202702592663
307,3725,ELVDD,ELECTRIC,PKY932,11600.0,1269,"1, 23, 24, 732, 7, 19, 627, 39, 17, 27, 634, 29, 635, 682, 648, 633, 673, 646, 734, 725","Public Bus, School Bus",3747320,21200.317,313951.05,9,20.21094773044712,13.859843021172312,2.504703194,0.217909177878,5567.583212168276,0.0001181446104791735
308,3726,ELVDD,ELECTRIC,PLQ243,11570.0,1487,"1, 23, 19, 24, 681, 7, 39, 27, 673, 627, 682, 29, 732, 17, 635, 633, 726, 634, 646, 730, 648, 731, 674, 734","Public Bus, School Bus",4162629,23628.903,347137.532,7,19.860458874266538,13.66565976935254,2.771370413,0.241109225931,6156.1095063586845,0.00011728730754026119
309,3727,ELVDD,ELECTRIC,PLY186,11590.0,1668,"1, 7, 23, 24, 27, 39, 17, 29, 19, 627, 681, 775, 634, 633, 673, 731, 730, 648, 635, 682, 732","Public Bus, School Bus",4713291,26651.434,396011.042,4,20.078820042301636,13.536093861080015,3.134214503,0.272676661761,7022.8308412690085,0.00011760022004819703
310,3728,ELVDD,ELECTRIC,PMY730,11600.0,1116,"1, 24, 634, 19, 27, 23, 7, 731, 17, 29, 627, 682, 732, 648, 39, 633, 635, 726, 734, 681, 654, 673","Public Bus, School Bus",3107643,17990.93,250992.005,6,20.16593779369545,13.145420000641796,2.1035622860000003,0.183009918882,4451.063663369579,0.00011692348789084279
311,3729,ELVDD,ELECTRIC,PNE602,11580.0,1650,"24, 27, 634, 1, 19, 7, 29, 646, 23, 17, 627, 39, 635, 732, 734, 648, 682, 726, 633, 674, 775, 770, 774, 731","Public Bus, School Bus",3784672,25387.254,368645.147,12,17.2637968916225,13.288355757483409,2.555769307,0.222351929709,6537.557543520291,0.00010067135685490049
312,3730,ELVDD,ELECTRIC,PNS850,11570.0,1317,"648, 7, 29, 1, 19, 24, 27, 17, 23, 39, 635, 732, 627, 682, 770, 730, 734, 634, 633, 731, 680, 725, 646, 681, 726","School Bus, Public Bus",3551985,20328.27,284652.862,6,20.393965470188476,12.513008538934155,2.394485156,0.208320208572,5048.000705491429,0.0001177908969135101
313,3731,ELVDD,ELECTRIC,PPN63,11590.0,930,"1, 7, 24, 17, 23, 27, 29, 19, 627, 633, 648, 635, 731, 39, 634, 726, 673","Public Bus, School Bus",2521488,14510.878,211331.411,10,20.168275152574825,13.538917048084688,1.688229319,0.146875950753,3747.734416822324,0.00011634232739052729
314,4188,MV,EURO5,GQU11,8700.0,1890,"13, 14, 20, 28, 35, 791, 3, 22, 34, 21, 617, 12, 739, 768, 36, 716, 18, 37, 745, 33, 719, 83, 2, 619, 740, 762, 754","Public Bus, School Bus",2162739,12790.114,70394.371,0,23.17916199376085,4.153620276896843,10854.941903375036,944.3799455936282,304.0371493332949,0.8486978226601449
315,4190,MV,EURO5,GQU19,8700.0,2177,"20, 36, 3, 13, 18, 21, 22, 37, 14, 33, 12, 28, 716, 768, 745, 35, 791, 753, 83, 615, 722, 34, 617, 754, 742, 2","Public Bus, School Bus",2381580,14420.485,77040.553,1,23.141308362349903,4.165990148518798,12035.560637570978,1047.0937754686752,319.1908010044019,0.834615523511933
316,4191,MV,EURO5,GRB912,8700.0,1884,"13, 14, 18, 22, 37, 35, 791, 20, 21, 722, 36, 3, 28, 619, 716, 12, 745, 768, 754, 83, 719, 760, 784, 615, 34, 617, 762, 33, 2, 744, 767","Public Bus, School Bus",2089584,12465.57,68715.572,2,22.98409209121982,4.207652768446746,10485.634148356385,912.2501709070054,306.3940694468408,0.8411676440272193
317,4192,MV,EURO5,GRB915,8700.0,2125,"20, 28, 716, 14, 36, 12, 768, 13, 35, 791, 3, 18, 22, 37, 754, 719, 83, 21, 615, 2, 623, 739","Public Bus, School Bus",2466439,14735.765,77765.374,0,22.853404445409232,4.053684060687921,12388.648901916156,1077.8124544667055,301.32654366406376,0.8407197659514899
318,4193,MV,EURO5,GRJ55,8700.0,1922,"22, 33, 34, 21, 3, 13, 14, 18, 37, 20, 737, 28, 12, 36, 716, 768, 35, 791, 745, 754, 2, 615, 617, 83, 760, 784","Public Bus, School Bus",2180117,12899.447,79353.987,2,22.519858880811015,4.692164289365922,10882.389278057162,946.7678671909731,460.54457148979617,0.8436322330761281
319,4194,MV,EURO5,GRJ58,8700.0,2339,"12, 14, 20, 21, 768, 3, 22, 28, 716, 740, 2, 13, 35, 791, 36, 739, 83, 764, 745, 18, 37, 84, 887, 33, 34, 755, 719, 617, 615","Public Bus, School Bus",2452520,15141.858,80220.926,1,23.760195621380127,4.002888383861938,12545.357079944972,1091.4460659552126,331.2412024524797,0.8285216437735033
320,4195,MV,EURO5,GRT788,8700.0,2216,"20, 13, 14, 21, 28, 35, 722, 791, 12, 36, 716, 3, 754, 22, 768, 745, 34, 617, 18, 2, 615, 33, 37, 740","Public Bus, School Bus",2273725,14538.205,72678.879,0,22.486090618905084,3.9074092954176844,11631.731340648237,1011.9606266363967,276.9713390136034,0.8000802946889412
321,4196,MV,EURO5,GRT783,8700.0,2506,"20, 12, 36, 14, 28, 716, 768, 3, 13, 35, 791, 2, 21, 33, 34, 755, 18, 22, 37, 745, 754, 762, 615, 617, 83, 742","Public Bus, School Bus",2683043,16682.212,87335.765,10,22.52164788058542,4.149435973132695,13531.557744123336,1177.24552373873,371.6206778574238,0.8111369010370649
322,4197,MV,EURO5,GRT789,8700.0,2526,"12, 20, 28, 36, 716, 762, 768, 14, 3, 21, 22, 13, 739, 2, 615, 791, 35, 745, 83, 753, 33, 34, 755, 760, 784, 617, 612, 18, 767","Public Bus, School Bus",2680344,16350.769,84330.901,5,23.38950137960162,3.8931883048291525,13664.715981452082,1188.8302903863312,306.7458038867459,0.8357231382482427
323,4198,MV,EURO5,GRT797,8700.0,2497,"20, 12, 36, 28, 21, 33, 13, 22, 34, 37, 18, 2, 3, 14, 740, 761, 745, 716, 83, 764, 35, 791, 719, 768, 754, 762, 760, 784, 617, 615, 741, 616, 769","Public Bus, School Bus",2747297,16550.077,92269.619,3,23.270160724773476,4.262023389871089,13900.325687038214,1209.3283347723245,427.0378698776756,0.8398949253854355
324,5078,DD,EURO5,LZZ702,14750.0,859,"3, 36, 753, 83, 712, 81, 751, 721, 84","Public Bus, School Bus",2078468,9518.771,188980.393,0,15.81561304350739,20.732374007235016,12160.136438999378,1057.9318701929458,2293.562714895516,1.2774901758850357
325,5079,DD,EURO5,MAH5,14750.0,1023,"3, 36, 712, 83, 753, 84, 81, 751, 721","Public Bus, School Bus",2671608,13744.756,271222.876,1,17.59058086069556,20.427796378364427,16675.848650955173,1450.7988326331001,3359.234556736131,1.2132517049378813
326,5080,DD,EURO5,MAH26,14750.0,956,"3, 36, 751, 83, 712, 753, 81, 84, 721, 758","Public Bus, School Bus",2372914,11140.763,207807.509,1,16.389737660763366,20.40930802238096,14047.312621450428,1222.116198066187,2463.270048083813,1.2608932279997722
327,5081,DD,EURO5,LZZ703,14750.0,962,"3, 81, 83, 712, 36, 84, 721, 751, 753","Public Bus, School Bus",2538120,12753.111,253051.982,1,17.518254834156476,19.9506821254467,15736.632173623815,1369.086999105272,3118.6925739793437,1.233944578199297
328,5082,DD,EURO5,LZZ704,14750.0,881,"3, 36, 81, 83, 753, 721, 84, 712, 751","Public Bus, School Bus",2285065,11263.794,218985.3,1,17.025992323801535,20.120818040721936,13965.029495080531,1214.957566072006,2668.6625043126096,1.2398157756685297
329,5083,DD,EURO5,MAH27,14750.0,999,"3, 36, 83, 753, 751, 712, 721, 81, 84, 886","Public Bus, School Bus",2701394,14229.264,278250.72,2,17.894776373032087,20.108838730627344,17151.88069709306,1492.213620647096,3442.455879045212,1.2053947904187499
330,5084,DD,EURO5,MAH28,14750.0,945,"3, 36, 721, 751, 753, 83, 81, 84, 712","Public Bus, School Bus",2351015,10870.215,214589.244,3,16.20580059851856,20.403589722136058,13936.732002494764,1212.4956842170443,2593.1620237983407,1.2821027001301044
331,5085,DD,EURO5,LZZ705,14750.0,968,"3, 81, 83, 84, 36, 751, 753, 712, 721","Public Bus, School Bus",2516809,12728.268,247864.403,1,17.466779412556537,19.90496900719152,15537.985707664231,1351.804756566788,3043.97509817552,1.2207462718151623
332,5086,DD,EURO5,MAH6,14750.0,912,"3, 36, 83, 81, 84, 751, 753, 712, 721","Public Bus, School Bus",2658446,14938.552,298321.654,0,19.171876357776643,20.791671279258704,17531.441473492716,1525.2354081938663,3765.3843863984416,1.1735703348954247
333,5087,DD,EURO5,LZZ706,14750.0,889,"3, 712, 753, 36, 83, 81, 84, 751, 721","Public Bus, School Bus",2476337,13056.969,275186.678,0,17.816047582292345,20.994610509865158,15820.839960037125,1376.41307652323,3503.9168167767702,1.2116778373324717
334,5088,DD,EURO5,MAH7,14750.0,1023,"3, 751, 753, 36, 721, 83, 712, 81, 84, 35","Public Bus, School Bus",2589709,12342.369,248703.557,1,16.454187603760676,20.71685775641814,15605.098879381718,1357.6436025062094,3053.01832567456,1.264351995907894
335,5089,DD,EURO5,LZZ707,14750.0,776,"3, 36, 721, 753, 83, 81, 712, 751, 84, 886","Public Bus, School Bus",2010648,9683.131,197547.496,1,16.758521468079863,20.97131158741299,12202.35517491494,1061.6049002175998,2441.8239615362468,1.2601662804019629
336,5090,DD,EURO5,LZZ708,14750.0,979,"3, 36, 83, 751, 712, 753, 721, 81, 84","Public Bus, School Bus",2425067,10765.148,211535.36000000002,0,15.788760010937654,20.069250730823043,14036.794371345091,1221.2011103070229,2530.297139539131,1.3039109514653298
337,5091,DD,EURO5,MAH9,14750.0,942,"3, 36, 81, 83, 84, 721, 751, 712, 753, 888","Public Bus, School Bus",2623624,14332.256,295224.257,0,18.389924145735165,20.645602149102768,16970.929101818987,1476.4708318582516,3759.217818245595,1.1841073102391548
338,5092,DD,EURO5,LZZ709,14750.0,1082,"3, 36, 721, 81, 83, 84, 753, 712, 751","Public Bus, School Bus",2857769,14687.31,286859.129,3,17.586069403693326,20.653773590528726,17857.676744364206,1553.6178767596857,3533.7184456210834,1.215857549433096
339,5093,DD,EURO5,LZZ710,14750.0,1024,"3, 81, 83, 84, 751, 753, 36, 712, 721","Public Bus, School Bus",2553386,12354.01,240397.487,4,16.73604462587954,20.440540221160454,15388.846338612635,1338.829631459299,2924.527339913778,1.2456559723209415
340,5094,DD,EURO5,MAH8,14750.0,973,"3, 36, 712, 83, 751, 721, 753, 21, 81","Public Bus, School Bus",2411253,10777.965,215892.94700000001,6,15.689196969224879,20.287508764162332,14002.051462722551,1218.178477256862,2610.5999020392924,1.2991368465867676
341,5701,ELV,ELECTRIC,NNJ799,15210.0,3340,"2, 18, 3, 14, 83, 84, 887, 12, 21, 22, 722, 745, 33, 37, 758, 791, 35, 718, 13, 615, 743, 767, 34, 711, 739, 36, 623, 762, 667, 614, 742, 737, 760, 784, 740, 81, 769, 704, 715, 744, 612, 754, 755, 712, 888, 719","Public Bus, School Bus",8137139,44840.157999999996,531820.998,7,19.905593916808577,11.38770772621016,5.253936394,0.457092466278,9431.18376052603,0.0001171703363311075
