Date,Route,Route Variant,Direction,Trip Number,Actual Vehicle Type,Vehicle Number,Vehicle Emissions Standard,Start Minute (Sched),Day,Actual Running Time,Actual In-Service KM,Passenger km,Scheduled In-Service km,Cancelled Trips,Sched Running Time per Trip
22-Jan-2022,7,7_2,Outbound,4270,LV,3412,EURO6,11:20,Saturday,"1,214",6.565,61.342,6.565,0,"1,560"
22-Jan-2022,7,7_2,Outbound,4290,LV,3420,EURO6,11:35,Saturday,"1,432",6.565,4.879,6.565,0,"1,560"
22-Jan-2022,7,7_2,Outbound,4310,LV,3423,EURO6,11:50,Saturday,"1,323",6.565,20.208,6.565,0,"1,560"
22-Jan-2022,7,7_2,Outbound,4330,MV,3009,EURO6,12:05,Saturday,"1,074",6.565,48.129,6.565,0,"1,560"
22-Jan-2022,7,7_2,Outbound,4350,LV,3412,EURO6,12:20,Saturday,"1,395",6.565,26.091,6.565,0,"1,560"
22-Jan-2022,7,7_2,Outbound,4370,LV,3420,EURO6,12:35,Saturday,"1,450",6.565,54.109,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4390,LV,3409,EURO6,12:50,Saturday,"1,444",6.565,32.753,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4410,LV,3423,EURO6,13:05,Saturday,808,6.565,20.781,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4430,LV,3412,EURO6,13:20,Saturday,"1,512",6.565,74.537,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4450,LV,3409,EURO6,13:35,Saturday,"1,602",6.565,84.918,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4470,Unknown,Unknown,Unknown,13:50,Saturday,0,0.000,0.000,6.565,1,"1,680"
22-Jan-2022,7,7_2,Outbound,4490,LV,3431,EURO6,14:05,Saturday,"1,582",6.565,53.036,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4510,LV,3423,EURO6,14:20,Saturday,"1,541",6.565,71.487,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4530,LV,3436,EURO6,14:35,Saturday,"1,654",6.565,93.064,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4550,LV,3429,EURO6,14:50,Saturday,"1,381",6.565,55.082,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4570,LV,3430,EURO6,15:05,Saturday,"1,213",6.565,22.532,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4590,LV,3401,EURO6,15:20,Saturday,"1,323",6.565,69.875,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4610,Unknown,Unknown,Unknown,15:35,Saturday,0,0.000,0.000,6.565,1,"1,680"
22-Jan-2022,7,7_2,Outbound,4630,LV,3436,EURO6,15:50,Saturday,"1,965",6.565,136.030,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4650,LV,3430,EURO6,16:05,Saturday,"1,555",6.565,88.271,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4670,LV,3401,EURO6,16:20,Saturday,"1,481",6.565,78.563,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4690,Unknown,Unknown,Unknown,16:35,Saturday,0,0.000,0.000,6.565,1,"1,680"
22-Jan-2022,7,7_2,Outbound,4710,LV,3412,EURO6,16:50,Saturday,"1,577",6.565,71.625,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4730,LV,3436,EURO6,17:05,Saturday,"1,567",6.565,29.138,6.565,0,"1,680"
22-Jan-2022,7,7_2,Outbound,4750,Unknown,3917,Unknown,17:20,Saturday,"1,540",6.565,61.389,6.565,0,"1,560"
22-Jan-2022,7,7_2,Outbound,4770,LV,3401,EURO6,17:35,Saturday,"1,475",6.565,49.809,6.565,0,"1,560"
22-Jan-2022,7,7_2,Outbound,4790,LV,3436,EURO6,18:05,Saturday,"1,557",6.565,64.301,6.565,0,"1,560"
22-Jan-2022,7,7_2,Outbound,4810,LV,3401,EURO6,18:35,Saturday,"1,325",6.565,19.266,6.565,0,"1,560"
22-Jan-2022,7,7_2,Outbound,4830,MV,3134,EURO6,19:05,Saturday,"1,295",6.565,13.173,6.565,0,"1,560"
22-Jan-2022,7,7_2,Outbound,4850,Unknown,Unknown,Unknown,19:35,Saturday,0,0.000,0.000,6.565,1,"1,560"
22-Jan-2022,7,7_2,Outbound,4870,LV,3436,EURO6,20:00,Saturday,"1,331",6.565,33.005,6.565,0,"1,440"
22-Jan-2022,7,7_2,Outbound,4890,Unknown,Unknown,Unknown,20:30,Saturday,0,0.000,0.000,6.565,1,"1,440"
22-Jan-2022,7,7_2,Outbound,4910,LV,3436,EURO6,21:00,Saturday,0,6.565,38.727,6.565,1,"1,440"
22-Jan-2022,7,7_2,Outbound,4930,Unknown,Unknown,Unknown,21:30,Saturday,0,0.000,0.000,6.565,1,"1,440"
22-Jan-2022,7,7_2,Outbound,4950,LV,3436,EURO6,22:00,Saturday,"1,300",6.565,45.563,6.565,0,"1,440"
22-Jan-2022,7,7_2,Outbound,4970,Unknown,Unknown,Unknown,22:30,Saturday,0,0.000,0.000,6.565,1,"1,440"
22-Jan-2022,7,7_2,Outbound,4990,LV,3436,EURO6,23:00,Saturday,"1,225",6.565,13.963,6.565,0,"1,440"
22-Jan-2022,7,7_2,Outbound,5010,Unknown,Unknown,Unknown,23:30,Saturday,0,0.000,0.000,6.565,1,"1,440"
22-Jan-2022,7,7_2,Outbound,5030,Unknown,Unknown,Unknown,17:50,Saturday,0,0.000,0.000,6.565,1,"1,560"
22-Jan-2022,7,7_2,Outbound,5050,Unknown,3917,Unknown,18:20,Saturday,767,6.565,13.499,6.565,0,"1,560"
22-Jan-2022,7,7_2,Outbound,5070,MV,3009,EURO6,18:50,Saturday,"1,463",6.565,23.750,6.565,0,"1,560"
22-Jan-2022,7,7_2,Outbound,5090,LV,3430,EURO6,19:20,Saturday,"1,236",6.565,32.201,6.565,0,"1,560"
22-Jan-2022,7,7_2,Outbound,5110,LV,3436,EURO6,00:00,Saturday,"1,196",6.565,33.889,6.565,0,"1,440"
22-Jan-2022,12,12_1,Inbound,4000,LV,2458,EURO3,07:18,Saturday,806,6.620,22.645,6.620,0,840
22-Jan-2022,12,12_1,Inbound,4020,Unknown,2075,Unknown,07:48,Saturday,921,6.620,4.156,6.620,0,840
22-Jan-2022,12,12_1,Inbound,4040,LV,2458,EURO3,08:18,Saturday,946,6.620,28.120,6.620,0,840
22-Jan-2022,12,12_1,Inbound,4060,Unknown,2075,Unknown,08:48,Saturday,"1,013",6.620,13.946,6.620,0,840
22-Jan-2022,12,12_1,Inbound,4080,Unknown,1578,Unknown,09:18,Saturday,724,6.620,11.513,6.620,0,900
22-Jan-2022,12,12_1,Inbound,4100,Unknown,2060,Unknown,09:48,Saturday,817,6.620,10.372,6.620,0,900
22-Jan-2022,12,12_1,Inbound,4120,LV,2478,EURO3,10:18,Saturday,428,6.620,6.620,6.620,0,900
22-Jan-2022,12,12_1,Inbound,4140,Unknown,2060,Unknown,10:48,Saturday,884,6.620,52.576,6.620,0,900
22-Jan-2022,12,12_1,Inbound,4160,LV,2485,EURO3,11:18,Saturday,416,6.620,45.308,6.620,0,900
22-Jan-2022,12,12_1,Inbound,4180,Unknown,2075,Unknown,11:48,Saturday,972,6.620,14.699,6.620,0,900
22-Jan-2022,12,12_1,Inbound,4200,Unknown,1509,Unknown,12:18,Saturday,949,6.620,17.385,6.620,0,900
22-Jan-2022,12,12_1,Inbound,4220,LV,1475,EURO3,12:48,Saturday,135,6.620,16.932,6.620,0,900
22-Jan-2022,12,12_1,Inbound,4240,Unknown,2060,Unknown,13:18,Saturday,830,6.620,14.929,6.620,0,900
22-Jan-2022,12,12_1,Inbound,4260,Unknown,2068,Unknown,13:48,Saturday,910,6.620,10.595,6.620,0,900
22-Jan-2022,12,12_1,Inbound,4280,Unknown,1509,Unknown,14:18,Saturday,911,6.620,0.000,6.620,0,900
22-Jan-2022,12,12_1,Inbound,4300,Unknown,2641,Unknown,14:48,Saturday,413,6.620,11.147,6.620,0,900
22-Jan-2022,12,12_1,Inbound,4320,LV,2478,EURO3,15:18,Saturday,826,6.620,6.934,6.620,0,900
22-Jan-2022,12,12_1,Inbound,4340,LV,1445,EURO3,15:48,Saturday,856,6.620,3.469,6.620,0,900
22-Jan-2022,12,12_1,Inbound,4360,Unknown,2075,Unknown,16:18,Saturday,858,6.620,3.218,6.620,0,780
22-Jan-2022,12,12_1,Inbound,4380,LV,2447,EURO3,16:48,Saturday,861,6.620,21.251,6.620,0,780
22-Jan-2022,12,12_1,Inbound,4400,LV61,1132,EURO4,17:48,Saturday,778,6.620,10.118,6.620,0,780
22-Jan-2022,12,12_1,Inbound,4420,Unknown,1615,Unknown,18:18,Saturday,871,6.620,9.057,6.620,0,780
22-Jan-2022,12,12_1,Inbound,4440,LV,2447,EURO3,19:48,Saturday,653,6.620,0.000,6.620,0,780
22-Jan-2022,12,12_1,Inbound,4460,LV,2486,EURO3,20:48,Saturday,654,6.620,6.620,6.620,0,780
22-Jan-2022,12,12_1,Inbound,4480,Unknown,2076,Unknown,21:48,Saturday,703,6.620,10.886,6.620,0,780
22-Jan-2022,12,12_1,Inbound,4500,Unknown,2063,Unknown,17:18,Saturday,856,6.620,0.000,6.620,0,780
22-Jan-2022,12,12_1,Inbound,4520,Unknown,2076,Unknown,18:48,Saturday,837,6.620,27.717,6.620,0,780
22-Jan-2022,12,12_1,Inbound,4540,LV,2214,EURO5,19:18,Saturday,780,6.620,6.687,6.620,0,780
22-Jan-2022,12,12_1,Inbound,4560,LV,2214,EURO5,22:48,Saturday,791,6.620,11.429,6.620,0,780
22-Jan-2022,12,12_2,Outbound,4010,Unknown,2060,Unknown,09:25,Saturday,750,6.663,4.644,6.663,0,"1,080"
22-Jan-2022,12,12_2,Outbound,4030,LV,2478,EURO3,09:55,Saturday,968,6.663,16.626,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4050,Unknown,2060,Unknown,10:25,Saturday,687,6.663,13.810,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4070,LV,2485,EURO3,10:55,Saturday,387,6.663,0.000,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4090,Unknown,2075,Unknown,11:25,Saturday,"1,442",6.663,17.806,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4110,Unknown,1509,Unknown,11:55,Saturday,409,6.663,11.307,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4130,LV,1475,EURO3,12:25,Saturday,115,6.663,8.802,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4150,Unknown,2060,Unknown,12:55,Saturday,790,6.663,29.734,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4170,Unknown,2068,Unknown,13:25,Saturday,856,6.663,32.701,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4190,Unknown,1509,Unknown,13:55,Saturday,"1,114",6.663,5.128,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4210,Unknown,2641,Unknown,14:25,Saturday,533,6.663,10.581,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4230,LV,2478,EURO3,14:55,Saturday,970,6.663,13.326,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4250,LV,1445,EURO3,15:25,Saturday,793,6.663,22.207,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4270,Unknown,2075,Unknown,15:55,Saturday,"1,434",6.663,8.692,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4290,LV,2447,EURO3,16:25,Saturday,932,6.663,10.395,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4310,Unknown,2063,Unknown,16:55,Saturday,813,6.663,7.815,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4330,LV61,1132,EURO4,17:25,Saturday,839,6.663,18.592,6.663,0,"1,140"
22-Jan-2022,12,12_2,Outbound,4350,Unknown,1615,Unknown,17:55,Saturday,854,6.663,49.189,6.663,0,"1,080"
22-Jan-2022,12,12_2,Outbound,4370,Unknown,2076,Unknown,18:25,Saturday,932,6.663,20.566,6.663,0,"1,080"
22-Jan-2022,12,12_2,Outbound,4390,LV,2486,EURO3,20:30,Saturday,775,6.663,6.663,6.663,0,960
22-Jan-2022,12,12_2,Outbound,4410,Unknown,2076,Unknown,21:30,Saturday,829,6.663,24.349,6.663,0,960
22-Jan-2022,12,12_2,Outbound,4430,LV,2214,EURO5,22:30,Saturday,867,6.663,17.970,6.663,0,960
22-Jan-2022,12,12_2,Outbound,4450,LV,2214,EURO5,18:55,Saturday,764,6.663,15.062,6.663,0,"1,080"
22-Jan-2022,12,12_2,Outbound,4470,LV,2447,EURO3,19:25,Saturday,751,6.663,0.000,6.663,0,960
22-Jan-2022,12,12_2,Outbound,4490,LV,2486,EURO3,19:55,Saturday,703,6.663,4.507,6.663,0,960
22-Jan-2022,12,12_2,Outbound,4510,LV,2214,EURO5,23:30,Saturday,698,6.663,4.158,6.663,0,960
22-Jan-2022,12,12_2,Outbound,4530,Unknown,Unknown,Unknown,07:25,Saturday,0,0.000,0.000,6.663,0,"1,080"
22-Jan-2022,12,12_2,Outbound,4550,LV,2458,EURO3,07:55,Saturday,764,6.663,8.340,6.663,0,"1,080"
22-Jan-2022,12,12_2,Outbound,4570,Unknown,2075,Unknown,08:25,Saturday,829,6.663,4.158,6.663,0,"1,080"
22-Jan-2022,12,12_2,Outbound,4590,Unknown,1578,Unknown,08:55,Saturday,780,6.663,6.663,6.663,0,"1,080"
22-Jan-2022,14,14_2,Outbound,4010,Unknown,2063,Unknown,07:10,Saturday,"2,165",14.429,14.429,14.429,0,"2,640"
22-Jan-2022,14,14_2,Outbound,4030,Unknown,2060,Unknown,07:40,Saturday,"2,141",14.429,19.598,14.429,0,"2,640"
22-Jan-2022,14,14_2,Outbound,4050,LV,2478,EURO3,08:10,Saturday,"2,580",14.429,76.888,14.429,0,"2,640"
22-Jan-2022,14,14_2,Outbound,4070,LV,2458,EURO3,08:40,Saturday,"2,201",14.429,116.366,14.429,0,"2,640"
22-Jan-2022,14,14_2,Outbound,4090,LV,2485,EURO3,09:00,Saturday,"1,116",14.429,63.685,14.429,0,"3,000"
22-Jan-2022,14,14_2,Outbound,4110,Unknown,2075,Unknown,09:25,Saturday,"2,283",14.429,47.916,14.429,0,"3,000"
22-Jan-2022,14,14_2,Outbound,4130,Unknown,1186,Unknown,09:55,Saturday,"2,714",14.429,73.645,14.429,0,"3,000"
22-Jan-2022,14,14_2,Outbound,4150,LV,1475,EURO3,10:23,Saturday,"2,292",14.429,94.596,14.429,0,"3,000"
22-Jan-2022,14,14_2,Outbound,4170,Unknown,2064,Unknown,10:53,Saturday,"3,012",14.429,44.370,14.429,0,"3,240"
22-Jan-2022,14,14_2,Outbound,4190,LV,2478,EURO3,11:23,Saturday,"2,845",14.429,143.993,14.429,0,"3,240"
22-Jan-2022,14,14_2,Outbound,4210,Unknown,3050,Unknown,11:53,Saturday,"2,950",14.429,198.398,14.429,0,"3,240"
22-Jan-2022,14,14_2,Outbound,4230,Unknown,2063,Unknown,12:23,Saturday,"2,160",14.429,144.915,14.429,0,"3,240"
22-Jan-2022,14,14_2,Outbound,4250,Unknown,3045,Unknown,12:53,Saturday,"2,958",14.429,162.200,14.429,0,"3,240"
22-Jan-2022,14,14_2,Outbound,4270,Unknown,2075,Unknown,13:23,Saturday,"2,656",14.429,96.998,14.429,0,"3,240"
22-Jan-2022,14,14_2,Outbound,4290,Unknown,1673,Unknown,13:53,Saturday,"2,795",14.429,166.880,14.429,0,"3,240"
22-Jan-2022,14,14_2,Outbound,4310,Unknown,1293,Unknown,14:23,Saturday,"1,178",14.429,222.978,14.429,0,"3,240"
22-Jan-2022,14,14_2,Outbound,4330,Unknown,2063,Unknown,14:53,Saturday,"2,869",14.429,78.090,14.429,0,"3,240"
22-Jan-2022,14,14_2,Outbound,4350,LV61,1132,EURO4,15:23,Saturday,"2,906",14.429,166.511,14.429,0,"3,240"
22-Jan-2022,14,14_2,Outbound,4370,Unknown,1578,Unknown,15:53,Saturday,"1,909",14.429,85.069,14.429,0,"3,240"
22-Jan-2022,14,14_2,Outbound,4390,Unknown,2076,Unknown,16:23,Saturday,"3,105",14.429,190.734,14.429,0,"3,240"
22-Jan-2022,14,14_2,Outbound,4410,LV,2214,EURO5,16:53,Saturday,"2,923",14.429,100.537,14.429,0,"3,240"
22-Jan-2022,14,14_2,Outbound,4430,LV,2447,EURO3,17:23,Saturday,"2,755",14.429,105.598,14.429,0,"3,000"
22-Jan-2022,14,14_2,Outbound,4450,Unknown,1525,Unknown,17:53,Saturday,"2,777",14.429,147.205,14.429,0,"3,000"
22-Jan-2022,14,14_2,Outbound,4470,LV61,1132,EURO4,18:23,Saturday,"1,954",14.429,53.992,14.429,0,"3,000"
22-Jan-2022,14,14_2,Outbound,4490,Unknown,2080,Unknown,18:55,Saturday,"2,808",14.429,69.406,14.429,0,"2,760"
22-Jan-2022,14,14_2,Outbound,4510,Unknown,2076,Unknown,19:25,Saturday,"2,403",14.429,24.983,14.429,0,"2,760"
22-Jan-2022,14,14_2,Outbound,4530,Unknown,2068,Unknown,19:55,Saturday,"2,144",14.429,39.231,14.429,0,"2,760"
22-Jan-2022,14,14_2,Outbound,4550,LV,2214,EURO5,20:25,Saturday,"2,387",14.429,18.832,14.429,0,"2,760"
22-Jan-2022,14,14_2,Outbound,4570,Unknown,3045,Unknown,20:55,Saturday,906,14.429,25.975,14.429,0,"2,760"
22-Jan-2022,14,14_2,Outbound,4590,LV,2452,EURO3,21:25,Saturday,"2,530",14.429,20.816,14.429,0,"2,760"
22-Jan-2022,14,14_2,Outbound,4610,Unknown,2641,Unknown,21:55,Saturday,"2,515",14.429,21.789,14.429,0,"2,760"
22-Jan-2022,14,14_2,Outbound,4630,Unknown,2064,Unknown,22:25,Saturday,"2,139",14.429,9.033,14.429,0,"2,760"
22-Jan-2022,14,14_2,Outbound,4650,Unknown,3045,Unknown,22:55,Saturday,"2,348",14.429,38.135,14.429,0,"2,760"
22-Jan-2022,14,14_5,Inbound,4000,Unknown,1186,Unknown,07:30,Saturday,"2,171",14.623,40.512,14.623,0,"2,580"
22-Jan-2022,14,14_5,Inbound,4020,Unknown,2063,Unknown,08:00,Saturday,"2,769",14.623,64.799,14.623,0,"2,580"
22-Jan-2022,14,14_5,Inbound,4040,Unknown,2060,Unknown,08:30,Saturday,"2,315",14.623,68.758,14.623,0,"2,940"
22-Jan-2022,14,14_5,Inbound,4060,LV,2478,EURO3,09:00,Saturday,"2,833",14.623,103.805,14.623,0,"2,940"
22-Jan-2022,14,14_5,Inbound,4080,LV,2458,EURO3,09:30,Saturday,"2,993",14.623,154.239,14.623,0,"2,940"
22-Jan-2022,14,14_5,Inbound,4100,LV,2485,EURO3,10:00,Saturday,755,14.623,116.944,14.623,0,"2,940"
22-Jan-2022,14,14_5,Inbound,4120,Unknown,2075,Unknown,10:22,Saturday,"2,781",14.623,78.619,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4140,Unknown,1186,Unknown,10:52,Saturday,"3,185",14.623,223.427,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4160,LV,1475,EURO3,11:22,Saturday,"1,620",14.623,155.021,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4180,Unknown,2064,Unknown,11:52,Saturday,"2,847",14.623,93.360,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4200,Unknown,1241,Unknown,12:22,Saturday,"2,810",14.623,375.282,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4220,Unknown,2641,Unknown,12:52,Saturday,"2,794",14.623,127.270,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4240,Unknown,2063,Unknown,13:22,Saturday,"2,645",14.623,148.772,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4260,LV,2478,EURO3,13:52,Saturday,"3,054",14.623,135.771,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4280,LV,1445,EURO3,14:22,Saturday,"2,712",14.623,176.379,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4300,Unknown,2075,Unknown,14:52,Saturday,"3,290",14.623,130.127,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4320,Unknown,1673,Unknown,15:22,Saturday,"2,275",14.623,148.148,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4340,Unknown,2063,Unknown,15:52,Saturday,"3,173",14.623,210.846,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4360,LV61,1132,EURO4,16:22,Saturday,"2,601",14.623,131.353,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4380,Unknown,1578,Unknown,16:52,Saturday,"2,573",14.623,112.444,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4400,Unknown,2076,Unknown,17:22,Saturday,"2,769",14.623,115.533,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4420,LV,2214,EURO5,17:52,Saturday,"2,744",14.623,131.103,14.623,0,"3,300"
22-Jan-2022,14,14_5,Inbound,4440,Unknown,1525,Unknown,18:45,Saturday,"2,181",14.623,27.259,14.623,0,"2,820"
22-Jan-2022,14,14_5,Inbound,4460,LV61,1132,EURO4,19:15,Saturday,"1,724",14.623,74.416,14.623,0,"2,820"
22-Jan-2022,14,14_5,Inbound,4480,Unknown,1615,Unknown,19:45,Saturday,"2,740",14.623,74.616,14.623,0,"2,820"
22-Jan-2022,14,14_5,Inbound,4500,Unknown,2076,Unknown,20:15,Saturday,"2,470",14.623,55.121,14.623,0,"2,820"
22-Jan-2022,14,14_5,Inbound,4520,Unknown,3050,Unknown,20:45,Saturday,"2,419",14.623,52.225,14.623,0,"2,820"
22-Jan-2022,14,14_5,Inbound,4540,LV,2214,EURO5,21:15,Saturday,"2,224",14.623,16.014,14.623,0,"2,820"
22-Jan-2022,14,14_5,Inbound,4560,Unknown,3045,Unknown,21:45,Saturday,"2,078",14.623,17.692,14.623,0,"2,820"
22-Jan-2022,14,14_5,Inbound,4580,LV,2452,EURO3,22:15,Saturday,"2,132",14.623,40.854,14.623,0,"2,580"
22-Jan-2022,14,14_5,Inbound,4600,LV,1474,EURO3,22:45,Saturday,"2,509",14.623,68.052,14.623,0,"2,580"
22-Jan-2022,14,14_5,Inbound,4620,Unknown,2080,Unknown,23:15,Saturday,"2,249",14.623,3.546,14.623,0,"2,580"
22-Jan-2022,14,14_5,Inbound,4920,LV,2447,EURO3,18:22,Saturday,"2,497",14.623,78.259,14.623,0,"2,820"
22-Jan-2022,17,17_1,Inbound,4000,MV,3178,EURO6,07:33,Saturday,"1,052",6.704,33.860,6.704,0,"1,260"
22-Jan-2022,17,17_1,Inbound,4020,MV,3178,EURO6,08:33,Saturday,918,6.704,32.696,6.704,0,"1,260"
22-Jan-2022,17,17_1,Inbound,4040,MV,3178,EURO6,09:33,Saturday,"1,351",6.704,18.916,6.704,0,"1,440"
22-Jan-2022,17,17_1,Inbound,4060,Unknown,3791,Unknown,10:33,Saturday,999,6.704,37.595,6.704,0,"1,440"
22-Jan-2022,17,17_1,Inbound,4080,Unknown,3791,Unknown,11:33,Saturday,"1,296",6.704,24.119,6.704,0,"1,440"
22-Jan-2022,17,17_1,Inbound,4100,Unknown,3791,Unknown,12:33,Saturday,"1,255",6.704,21.421,6.704,0,"1,440"
22-Jan-2022,17,17_1,Inbound,4120,MV,3009,EURO6,13:33,Saturday,"1,470",6.704,9.493,6.704,0,"1,560"
22-Jan-2022,17,17_1,Inbound,4140,MV,3012,EURO6,14:33,Saturday,"1,182",6.704,18.055,6.704,0,"1,560"
22-Jan-2022,17,17_1,Inbound,4160,Unknown,3791,Unknown,15:33,Saturday,"1,119",6.704,41.023,6.704,0,"1,440"
22-Jan-2022,17,17_1,Inbound,4180,Unknown,3791,Unknown,16:33,Saturday,"1,196",6.704,8.818,6.704,0,"1,440"
22-Jan-2022,17,17_1,Inbound,4200,MV,3012,EURO6,17:33,Saturday,"1,137",6.704,12.875,6.704,0,"1,320"
22-Jan-2022,17,17_1,Inbound,4220,MV,3012,EURO6,18:33,Saturday,"1,223",6.704,12.845,6.704,0,"1,320"
22-Jan-2022,17,17_1,Inbound,4240,MV,3164,EURO6,19:33,Saturday,919,6.704,0.000,6.704,0,"1,200"
22-Jan-2022,17,17_1,Inbound,4260,MV,3164,EURO6,20:33,Saturday,"1,102",6.704,0.000,6.704,0,"1,200"
22-Jan-2022,17,17_1,Inbound,4280,Unknown,Unknown,Unknown,21:33,Saturday,0,0.000,0.000,6.704,1,"1,200"
22-Jan-2022,17,17_1,Inbound,4300,LV,3449,EURO6,22:33,Saturday,0,6.704,1.074,6.704,0,"1,200"
22-Jan-2022,17,17_2,Outbound,4010,MV,3178,EURO6,08:03,Saturday,"1,041",6.919,0.000,6.919,0,"1,140"
22-Jan-2022,17,17_2,Outbound,4030,MV,3178,EURO6,09:03,Saturday,"1,212",6.919,0.000,6.919,0,"1,260"
22-Jan-2022,17,17_2,Outbound,4050,MV,3178,EURO6,10:03,Saturday,"1,342",6.919,19.697,6.919,0,"1,260"
22-Jan-2022,17,17_2,Outbound,4070,Unknown,3791,Unknown,11:03,Saturday,"1,482",6.919,26.532,6.919,0,"1,440"
22-Jan-2022,17,17_2,Outbound,4090,Unknown,3791,Unknown,12:03,Saturday,"1,525",6.919,11.279,6.919,0,"1,440"
22-Jan-2022,17,17_2,Outbound,4110,MV,3009,EURO6,13:03,Saturday,"1,508",6.919,41.705,6.919,0,"1,440"
22-Jan-2022,17,17_2,Outbound,4130,MV,3012,EURO6,14:03,Saturday,"1,760",6.919,60.328,6.919,0,"1,560"
22-Jan-2022,17,17_2,Outbound,4150,Unknown,3791,Unknown,15:03,Saturday,"1,424",6.919,36.785,6.919,0,"1,560"
22-Jan-2022,17,17_2,Outbound,4170,Unknown,3791,Unknown,16:03,Saturday,"1,499",6.919,34.726,6.919,0,"1,560"
22-Jan-2022,17,17_2,Outbound,4190,MV,3012,EURO6,17:03,Saturday,"1,703",6.919,69.858,6.919,0,"1,560"
22-Jan-2022,17,17_2,Outbound,4210,MV,3012,EURO6,18:03,Saturday,"1,442",6.919,55.203,6.919,0,"1,440"
22-Jan-2022,17,17_2,Outbound,4230,MV,3164,EURO6,19:03,Saturday,"1,312",6.919,58.348,6.919,0,"1,440"
22-Jan-2022,17,17_2,Outbound,4250,MV,3164,EURO6,20:03,Saturday,"1,195",6.919,11.089,6.919,0,"1,320"
22-Jan-2022,17,17_2,Outbound,4270,Unknown,Unknown,Unknown,21:03,Saturday,0,0.000,0.000,6.919,1,"1,320"
22-Jan-2022,17,17_2,Outbound,4290,LV,3449,EURO6,22:03,Saturday,489,6.919,9.034,6.919,0,"1,320"
22-Jan-2022,17,17_2,Outbound,4310,MV,3166,EURO6,23:03,Saturday,"1,177",6.919,11.951,6.919,0,"1,320"
22-Jan-2022,18,18_1,Inbound,4000,LV,1445,EURO3,06:38,Saturday,"2,068",15.116,46.093,15.116,0,"2,880"
22-Jan-2022,18,18_1,Inbound,4020,MV,4195,EURO5,07:38,Saturday,0,15.116,82.044,15.116,0,"2,820"
22-Jan-2022,18,18_1,Inbound,4040,LV,1445,EURO3,08:38,Saturday,"2,267",15.116,130.727,15.116,0,"2,940"
22-Jan-2022,18,18_1,Inbound,4060,Unknown,3049,Unknown,09:38,Saturday,"2,372",15.116,73.805,15.116,0,"3,120"
22-Jan-2022,18,18_1,Inbound,4080,LV,1445,EURO3,10:38,Saturday,"2,783",15.116,66.160,15.116,0,"3,540"
22-Jan-2022,18,18_1,Inbound,4100,LV,2487,EURO3,11:38,Saturday,"1,293",15.116,60.867,15.116,0,"3,540"
