Date Modified,Vehicle Number,Operator,Operator Short Code,Operator Prefix,Unit Number,Mode,Date of First Registration,Date of Manufacture,Bike Rack Capable,Bus Size,Engine Rating,"Max no. of passengers (Seated, Adult)","Max no. of passengers (Standing, Adult)",No. of Wheelchair Spaces,TARE Weight (KG),Vehicle Registration Number,source_filename
23/08/2022,3423,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018,12/07/2018,Yes,LV,EURO6,43,32,1,11888,LME531,2022-08-23_fleet-list.csv
23/08/2022,3424,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11804,LME507,2022-08-23_fleet-list.csv
23/08/2022,3425,Tranzurban,TGL,TZM,Unit_01,Bus,8/07/2018,9/07/2018,Yes,LV,EURO6,43,32,1,11805,LME546,2022-08-23_fleet-list.csv
23/08/2022,3426,Tranzurban,TGL,TZM,Unit_01,Bus,16/07/2018,16/07/2018,Yes,LV,EURO6,43,32,1,11893,LME539,2022-08-23_fleet-list.csv
23/08/2022,3427,Tranzurban,TGL,TZM,Unit_01,Bus,16/07/2018,16/07/2018,Yes,LV,EURO6,43,32,1,11856,LME534,2022-08-23_fleet-list.csv
23/08/2022,3428,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,12048,LME506,2022-08-23_fleet-list.csv
23/08/2022,3429,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11746,LME510,2022-08-23_fleet-list.csv
23/08/2022,3430,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11897,LME514,2022-08-23_fleet-list.csv
23/08/2022,3431,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11896,LLC99,2022-08-23_fleet-list.csv
23/08/2022,3432,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11294,LME505,2022-08-23_fleet-list.csv
23/08/2022,3433,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11900,LME489,2022-08-23_fleet-list.csv
23/08/2022,3434,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11909,LME493,2022-08-23_fleet-list.csv
23/08/2022,3435,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11905,LME545,2022-08-23_fleet-list.csv
23/08/2022,3436,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11724,LME504,2022-08-23_fleet-list.csv
23/08/2022,3437,Tranzurban,TGL,TZM,Unit_01,Bus,16/07/2018,16/07/2018,Yes,LV,EURO6,43,32,1,11742,LME550,2022-08-23_fleet-list.csv
23/08/2022,3438,Tranzurban,TGL,TZM,Unit_01,Bus,16/07/2018,16/07/2018,Yes,LV,EURO6,43,32,1,11860,LME527,2022-08-23_fleet-list.csv
23/08/2022,3439,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11837,LLC96,2022-08-23_fleet-list.csv
23/08/2022,3440,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018,5/07/2018,Yes,LV,EURO6,43,32,1,11894,LME524,2022-08-23_fleet-list.csv
23/08/2022,3441,Tranzurban,TGL,TZM,Unit_01,Bus,28/06/2018,29/06/2018,Yes,LV,EURO6,43,32,1,11915,LLC91,2022-08-23_fleet-list.csv
23/08/2022,3442,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018,5/07/2018,Yes,LV,EURO6,43,32,1,11856,LME529,2022-08-23_fleet-list.csv
23/08/2022,3443,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018,5/07/2018,Yes,LV,EURO6,43,32,1,11922,LME526,2022-08-23_fleet-list.csv
23/08/2022,3444,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018,5/07/2018,Yes,LV,EURO6,43,32,1,11917,LME523,2022-08-23_fleet-list.csv
23/08/2022,3445,Tranzurban,TGL,TZM,Unit_01,Bus,28/06/2018,29/06/2018,Yes,LV,EURO6,43,32,1,11897,LLC92,2022-08-23_fleet-list.csv
23/08/2022,3446,Tranzurban,TGL,TZM,Unit_01,Bus,28/06/2018,29/06/2018,Yes,LV,EURO6,43,32,1,11869,LLC100,2022-08-23_fleet-list.csv
23/08/2022,3447,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11917,LME501,2022-08-23_fleet-list.csv
23/08/2022,3448,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11865,LME512,2022-08-23_fleet-list.csv
23/08/2022,3449,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11880,LME513,2022-08-23_fleet-list.csv
23/08/2022,3450,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11915,LME502,2022-08-23_fleet-list.csv
23/08/2022,3451,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11886,LME508,2022-08-23_fleet-list.csv
23/08/2022,3452,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11998,LME503,2022-08-23_fleet-list.csv
23/08/2022,3453,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018,5/07/2018,Yes,LV,EURO6,43,32,1,11869,LME556,2022-08-23_fleet-list.csv
23/08/2022,3454,Tranzurban,TGL,TZM,Unit_01,Bus,2/07/2018,3/07/2018,Yes,LV,EURO6,43,32,1,11888,LME509,2022-08-23_fleet-list.csv
23/08/2022,3500,Tranzurban,TGL,TZM,Unit_01,Bus,28/06/2018,29/06/2018,Yes,DD,EURO6,84,18,1,15180,LLC95,2022-08-23_fleet-list.csv
23/08/2022,3501,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018,12/07/2018,Yes,DD,ELECTRIC,84,18,1,14453,LME492,2022-08-23_fleet-list.csv
23/08/2022,3502,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018,12/07/2018,Yes,DD,EURO6,84,18,1,15180,LME491,2022-08-23_fleet-list.csv
23/08/2022,3503,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018,12/07/2018,Yes,DD,EURO6,84,18,1,14596,LME511,2022-08-23_fleet-list.csv
23/08/2022,3504,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018,12/07/2018,Yes,DD,EURO6,84,18,1,15160,LME553,2022-08-23_fleet-list.csv
23/08/2022,3505,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018,12/07/2018,Yes,DD,EURO6,84,18,1,14703,LME486,2022-08-23_fleet-list.csv
23/08/2022,3506,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018,12/07/2018,Yes,DD,EURO6,84,18,1,14703,LME486,2022-08-23_fleet-list.csv
23/08/2022,3507,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018,12/07/2018,Yes,DD,EURO6,84,18,1,14741,LME536,2022-08-23_fleet-list.csv
23/08/2022,3508,Tranzurban,TGL,TZM,Unit_01,Bus,11/07/2018,12/07/2018,Yes,DD,EURO6,84,18,1,14650,LME547,2022-08-23_fleet-list.csv
23/08/2022,3509,Tranzurban,TGL,TZM,Unit_01,Bus,28/06/2018,29/06/2018,Yes,DD,EURO6,84,18,1,14940,LLC93,2022-08-23_fleet-list.csv
23/08/2022,3510,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018,5/07/2018,Yes,DD,EURO6,84,18,1,14940,LME520,2022-08-23_fleet-list.csv
23/08/2022,3511,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018,11/07/2018,Yes,DD,EURO6,84,18,1,14643,LME557,2022-08-23_fleet-list.csv
23/08/2022,3512,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018,11/07/2018,Yes,DD,EURO6,84,18,1,14678,LME555,2022-08-23_fleet-list.csv
23/08/2022,3513,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018,11/07/2018,Yes,DD,EURO6,84,18,1,14960,LME484,2022-08-23_fleet-list.csv
23/08/2022,3514,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018,11/07/2018,Yes,DD,EURO6,84,18,1,14629,LME522,2022-08-23_fleet-list.csv
23/08/2022,3515,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018,11/07/2018,Yes,DD,EURO6,84,18,1,14559,LME560,2022-08-23_fleet-list.csv
23/08/2022,3516,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018,11/07/2018,Yes,DD,EURO6,84,18,1,14651,LME554,2022-08-23_fleet-list.csv
23/08/2022,3517,Tranzurban,TGL,TZM,Unit_01,Bus,12/08/2018,14/08/2018,Yes,DD,EURO6,84,18,1,14940,LNN755,2022-08-23_fleet-list.csv
23/08/2022,3518,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018,11/07/2018,Yes,DD,EURO6,84,18,1,14950,LME490,2022-08-23_fleet-list.csv
23/08/2022,3519,Tranzurban,TGL,TZM,Unit_01,Bus,27/06/2018,28/06/2018,Yes,DD,EURO6,84,18,1,14920,LLC82,2022-08-23_fleet-list.csv
23/08/2022,3520,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018,11/07/2018,Yes,DD,EURO6,84,18,1,14940,LME532,2022-08-23_fleet-list.csv
23/08/2022,3521,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018,11/07/2018,Yes,DD,EURO6,84,18,1,14980,LME558,2022-08-23_fleet-list.csv
23/08/2022,3522,Tranzurban,TGL,TZM,Unit_01,Bus,10/07/2018,11/07/2018,Yes,DD,EURO6,84,18,1,14940,LME487,2022-08-23_fleet-list.csv
23/08/2022,3523,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018,5/07/2018,Yes,DD,EURO6,84,18,1,14920,LME519,2022-08-23_fleet-list.csv
23/08/2022,3524,Tranzurban,TGL,TZM,Unit_01,Bus,28/06/2018,29/06/2018,Yes,DD,EURO6,84,18,1,14960,LLC94,2022-08-23_fleet-list.csv
23/08/2022,3525,Tranzurban,TGL,TZM,Unit_01,Bus,3/07/2018,5/07/2018,Yes,DD,EURO6,84,18,1,14864,LME521,2022-08-23_fleet-list.csv
23/08/2022,3526,Tranzurban,TGL,TZM,Other,Bus,28/06/2018,29/06/2018,Yes,DD,EURO6,84,18,1,14940,LLC97,2022-08-23_fleet-list.csv
23/08/2022,3527,Tranzurban,TGL,TZM,Other,Bus,3/07/2018,5/07/2018,Yes,DD,EURO6,84,18,1,14960,LME528,2022-08-23_fleet-list.csv
23/08/2022,3700,Tranzurban,TGL,TZM,Unit_01,Bus,6/06/2018,6/06/2018,Yes,ELVDD,ELECTRIC,68,16,1,12000,LKT638,2022-08-23_fleet-list.csv
23/08/2022,3701,Tranzurban,TGL,TZM,Unit_01,Bus,17/07/2018,18/07/2018,Yes,ELVDD,ELECTRIC,68,16,1,12000,LMN429,2022-08-23_fleet-list.csv
23/08/2022,3702,Tranzurban,TGL,TZM,Unit_01,Bus,1/08/2018,3/08/2018,Yes,ELVDD,ELECTRIC,68,16,1,12810,LMN420,2022-08-23_fleet-list.csv
23/08/2022,3703,Tranzurban,TGL,TZM,Unit_01,Bus,6/08/2018,6/08/2018,Yes,ELVDD,ELECTRIC,68,16,1,12070,LNB372,2022-08-23_fleet-list.csv
23/08/2022,3704,Tranzurban,TGL,TZM,Unit_01,Bus,30/07/2018,1/08/2018,Yes,ELVDD,ELECTRIC,68,16,1,11960,LNB362,2022-08-23_fleet-list.csv
23/08/2022,3705,Tranzurban,TGL,TZM,Unit_01,Bus,6/08/2018,6/08/2018,Yes,ELVDD,ELECTRIC,68,16,1,11980,LNB367,2022-08-23_fleet-list.csv
23/08/2022,3706,Tranzurban,TGL,TZM,Unit_01,Bus,19/08/2018,20/08/2018,Yes,ELVDD,ELECTRIC,68,16,1,12020,LPN734,2022-08-23_fleet-list.csv
23/08/2022,3707,Tranzurban,TGL,TZM,Unit_01,Bus,30/08/2018,28/08/2018,Yes,ELVDD,ELECTRIC,68,16,1,12020,LPN737,2022-08-23_fleet-list.csv
23/08/2022,3708,Tranzurban,TGL,TZM,Unit_01,Bus,30/08/2018,28/08/2018,Yes,ELVDD,ELECTRIC,68,16,1,12040,LPN758,2022-08-23_fleet-list.csv
23/08/2022,3709,Tranzurban,TGL,TZM,Unit_01,Bus,6/11/2018,6/11/2018,Yes,ELVDD,ELECTRIC,68,16,1,12050,LTD252,2022-08-23_fleet-list.csv
23/08/2022,3710,Tranzurban,TGL,TZM,Unit_01,Bus,30/07/2021,30/07/2021,Yes,ELVDD,ELECTRIC,70,20,1,11500,NPJ36,2022-08-23_fleet-list.csv
23/08/2022,3711,Tranzurban,TGL,TZM,Unit_01,Bus,17/09/2021,14/09/2021,Yes,ELVDD,ELECTRIC,70,20,1,11500,NRG554,2022-08-23_fleet-list.csv
23/08/2022,3712,Tranzurban,TGL,TZM,Unit_01,Bus,8/10/2021,8/10/2021,Yes,ELVDD,ELECTRIC,70,20,1,11500,NSS873,2022-08-23_fleet-list.csv
23/08/2022,3713,Tranzurban,TGL,TZM,,Bus,,,Yes,ELVDD,ELECTRIC,70,20,1,11520,,2022-08-23_fleet-list.csv
23/08/2022,3714,Tranzurban,TGL,TZM,,Bus,,,Yes,ELVDD,ELECTRIC,70,20,1,11520,,2022-08-23_fleet-list.csv
23/08/2022,3715,Tranzurban,TGL,TZM,,Bus,,,Yes,ELVDD,ELECTRIC,70,20,1,11520,,2022-08-23_fleet-list.csv
23/08/2022,3716,Tranzurban,TGL,UZM,,Bus,,,Yes,ELVDD,ELECTRIC,70,20,1,11520,,2022-08-23_fleet-list.csv
23/08/2022,3717,Tranzurban,TGL,TZM,,Bus,,,Yes,ELVDD,ELECTRIC,70,20,1,11520,,2022-08-23_fleet-list.csv
23/08/2022,3718,Tranzurban,TGL,TZM,,Bus,,,Yes,ELVDD,ELECTRIC,70,20,1,11520,NZQ529,2022-08-23_fleet-list.csv
23/08/2022,3719,Tranzurban,TGL,TZM,,Bus,,,Yes,ELVDD,ELECTRIC,70,20,1,11580,PCE181,2022-08-23_fleet-list.csv
23/08/2022,3720,Tranzurban,TGL,TZM,,Bus,,,Yes,ELVDD,ELECTRIC,70,20,1,11580,,2022-08-23_fleet-list.csv
23/08/2022,3721,Tranzurban,TGL,TZM,,Bus,,,Yes,ELVDD,ELECTRIC,70,20,1,11580,,2022-08-23_fleet-list.csv
23/08/2022,3722,Tranzurban,TGL,TZM,,Bus,,,Yes,ELVDD,ELECTRIC,70,20,1,11580,,2022-08-23_fleet-list.csv
23/08/2022,3723,Tranzurban,TGL,TZM,,Bus,,,Yes,ELVDD,ELECTRIC,70,20,1,11580,,2022-08-23_fleet-list.csv
23/08/2022,3724,Tranzurban,TGL,TZM,,Bus,,,Yes,ELVDD,ELECTRIC,70,20,1,11580,,2022-08-23_fleet-list.csv
23/08/2022,3817,Tranzurban,TGL,TZM,,Bus,,,,MV,EURO5,,,,10140,GGJ179,2022-08-23_fleet-list.csv
23/08/2022,3826,Tranzurban,TGL,TZM,,Bus,,,,MV,EURO4,,,,8900,GNY331,2022-08-23_fleet-list.csv
23/08/2022,3834,Tranzurban,TGL,TZM,,Bus,,,,SV,EURO4,,,,8010,GPN697,2022-08-23_fleet-list.csv
23/08/2022,3859,Tranzurban,TGL,TZM,,Bus,,,,MV,EURO4,40,14,,7000,JKJ103,2022-08-23_fleet-list.csv
23/08/2022,3899,Tranzurban,TGL,TZM,Unit_01,Bus,1/01/2019,1/01/2019,No,MV,ELECTRIC,37,17,1,13240,LYY893,2022-08-23_fleet-list.csv
23/08/2022,3905,Tranzurban,TGL,TZM,Unit_15,Bus,6/04/2018,9/04/2018,Yes,MV,EURO6,33,22,1,7560,LHG30,2022-08-23_fleet-list.csv
23/08/2022,3999,Tranzurban,TGL,TZM,Unit_15,Bus,6/04/2018,9/04/2018,Yes,MV,EURO6,33,22,1,7560,LHG30,2022-08-23_fleet-list.csv
23/08/2022,4091,NZ Bus,NZB,NBM,Unit_02,Bus,13/01/2012,13/01/2012,Yes,MV,EURO5,37,18,1,8700,GFK484,2022-08-23_fleet-list.csv
23/08/2022,4092,NZ Bus,NZB,NBM,Unit_02,Bus,26/01/2012,26/01/2012,Yes,MV,EURO5,37,18,1,8700,GFK497,2022-08-23_fleet-list.csv
23/08/2022,4130,NZ Bus,NZB,NBM,Unit_02,Bus,19/05/2012,19/05/2012,Yes,MV,EURO5,37,18,1,8700,GJR31,2022-08-23_fleet-list.csv
23/08/2022,4131,NZ Bus,NZB,NBM,Unit_02,Bus,23/05/2012,23/05/2012,No,MV,EURO5,37,18,1,8700,GJR36,2022-08-23_fleet-list.csv
23/08/2022,4132,NZ Bus,NZB,NBM,Unit_02,Bus,30/05/2012,30/05/2012,No,MV,EURO5,37,18,1,8700,GJY891,2022-08-23_fleet-list.csv
23/08/2022,4133,NZ Bus,NZB,NBM,Unit_02,Bus,30/05/2012,30/05/2012,No,MV,EURO5,37,18,1,8700,GJY892,2022-08-23_fleet-list.csv
23/08/2022,4134,NZ Bus,NZB,NBM,Unit_03,Bus,31/05/2012,31/05/2012,No,MV,EURO5,37,18,1,8700,GJY894,2022-08-23_fleet-list.csv
23/08/2022,4135,NZ Bus,NZB,NBM,Unit_03,Bus,8/06/2012,8/06/2012,No,MV,EURO5,37,18,1,8700,GKH726,2022-08-23_fleet-list.csv
23/08/2022,4136,NZ Bus,NZB,NBM,Unit_03,Bus,12/06/2012,12/06/2012,No,MV,EURO5,37,18,1,8700,GKH731,2022-08-23_fleet-list.csv
23/08/2022,4137,NZ Bus,NZB,NBM,Unit_03,Bus,12/06/2012,12/06/2012,No,MV,EURO5,37,18,1,8700,GKH732,2022-08-23_fleet-list.csv
23/08/2022,4138,NZ Bus,NZB,NBM,Unit_03,Bus,14/06/2012,14/06/2012,No,MV,EURO5,37,18,1,8700,GKH734,2022-08-23_fleet-list.csv
23/08/2022,4139,NZ Bus,NZB,NBM,Unit_03,Bus,26/06/2012,26/06/2012,No,MV,EURO5,37,18,1,8700,GKQ574,2022-08-23_fleet-list.csv
23/08/2022,4140,NZ Bus,NZB,NBM,Unit_03,Bus,26/06/2012,26/06/2012,No,MV,EURO5,37,18,1,8700,GKQ575,2022-08-23_fleet-list.csv
23/08/2022,4141,NZ Bus,NZB,NBM,Unit_06,Bus,26/06/2012,26/06/2012,No,MV,EURO5,37,18,1,8700,GKQ576,2022-08-23_fleet-list.csv
23/08/2022,4142,NZ Bus,NZB,NBM,Unit_05,Bus,5/07/2012,5/07/2012,No,MV,EURO5,37,18,1,8700,GLB390,2022-08-23_fleet-list.csv
23/08/2022,4143,NZ Bus,NZB,NBM,Unit_06,Bus,6/07/2012,6/07/2012,No,MV,EURO5,37,18,1,8700,GLB392,2022-08-23_fleet-list.csv
23/08/2022,4144,NZ Bus,NZB,NBM,Unit_06,Bus,6/07/2012,6/07/2012,No,MV,EURO5,37,18,1,8700,GLB393,2022-08-23_fleet-list.csv
23/08/2022,4145,NZ Bus,NZB,NBM,,Bus,9/07/2012,9/07/2012,No,MV,EURO5,37,18,1,8700,GLB395,2022-08-23_fleet-list.csv
23/08/2022,4146,NZ Bus,NZB,NBM,,Bus,11/07/2012,11/07/2012,No,MV,EURO5,37,18,1,8700,GLL661,2022-08-23_fleet-list.csv
23/08/2022,4180,NZ Bus,NZB,NBM,Unit_02,Bus,8/11/2012,8/11/2012,Yes,MV,EURO5,37,18,1,8700,GPN816,2022-08-23_fleet-list.csv
23/08/2022,4181,NZ Bus,NZB,NBM,Unit_02,Bus,13/11/2012,13/11/2012,Yes,MV,EURO5,37,18,1,8700,GPZ182,2022-08-23_fleet-list.csv
23/08/2022,4182,NZ Bus,NZB,NBM,Unit_02,Bus,13/11/2012,13/11/2012,Yes,MV,EURO5,37,18,1,8700,GPZ183,2022-08-23_fleet-list.csv
23/08/2022,4183,NZ Bus,NZB,NBM,Unit_02,Bus,21/11/2012,21/11/2012,Yes,MV,EURO5,37,18,1,8700,GPZ190,2022-08-23_fleet-list.csv
23/08/2022,4184,NZ Bus,NZB,NBM,Unit_02,Bus,21/11/2012,21/11/2012,Yes,MV,EURO5,37,18,1,8700,GPZ191,2022-08-23_fleet-list.csv
23/08/2022,4185,NZ Bus,NZB,NBM,Unit_02,Bus,29/11/2012,29/11/2012,Yes,MV,EURO5,37,18,1,8700,GPZ199,2022-08-23_fleet-list.csv
23/08/2022,4186,NZ Bus,NZB,NBM,Unit_05,Bus,3/12/2012,3/12/2012,Yes,MV,EURO5,37,18,1,8700,GQK709,2022-08-23_fleet-list.csv
23/08/2022,4188,NZ Bus,NZB,NBM,Unit_05,Bus,11/12/2012,11/12/2012,Yes,MV,EURO5,37,18,1,8700,GQU11,2022-08-23_fleet-list.csv
23/08/2022,4190,NZ Bus,NZB,NBM,Unit_05,Bus,12/12/2012,12/12/2012,Yes,MV,EURO5,37,18,1,8700,GQU19,2022-08-23_fleet-list.csv
23/08/2022,4191,NZ Bus,NZB,NBM,Unit_05,Bus,18/12/2012,18/12/2012,Yes,MV,EURO5,37,18,1,8700,GRB912,2022-08-23_fleet-list.csv
23/08/2022,4192,NZ Bus,NZB,NBM,Unit_05,Bus,19/12/2012,19/12/2012,Yes,MV,EURO5,37,18,1,8700,GRB915,2022-08-23_fleet-list.csv
23/08/2022,4193,NZ Bus,NZB,NBM,Unit_05,Bus,8/01/2013,8/01/2013,Yes,MV,EURO5,37,18,1,8700,GRJ55,2022-08-23_fleet-list.csv
23/08/2022,4194,NZ Bus,NZB,NBM,Unit_03,Bus,10/01/2013,10/01/2013,Yes,MV,EURO5,37,18,1,8700,GRJ58,2022-08-23_fleet-list.csv
23/08/2022,4195,NZ Bus,NZB,NBM,Unit_03,Bus,15/01/2013,15/01/2013,Yes,MV,EURO5,37,18,1,8700,GRT788,2022-08-23_fleet-list.csv
23/08/2022,4196,NZ Bus,NZB,NBM,Unit_03,Bus,11/01/2013,11/01/2013,Yes,MV,EURO5,37,18,1,8700,GRT783,2022-08-23_fleet-list.csv
23/08/2022,4197,NZ Bus,NZB,NBM,Unit_03,Bus,17/01/2013,17/01/2013,Yes,MV,EURO5,37,18,1,8700,GRT789,2022-08-23_fleet-list.csv
23/08/2022,4198,NZ Bus,NZB,NBM,Unit_03,Bus,21/01/2013,21/01/2013,Yes,MV,EURO5,37,18,1,8700,GRT797,2022-08-23_fleet-list.csv
23/08/2022,4199,NZ Bus,NZB,NBM,Unit_05,Bus,21/01/2013,21/01/2013,No,MV,EURO5,37,18,1,8700,GRT798,2022-08-23_fleet-list.csv
23/08/2022,4223,NZ Bus,NZB,NBM,Unit_12,Bus,20/04/2013,20/04/2013,No,MV,EURO5,37,18,1,8700,GUU621,2022-08-23_fleet-list.csv
23/08/2022,4224,NZ Bus,NZB,NBM,Unit_12,Bus,24/04/2013,24/04/2013,No,MV,EURO5,37,18,1,8700,GUU626,2022-08-23_fleet-list.csv
23/08/2022,4225,NZ Bus,NZB,NBM,Unit_12,Bus,30/04/2013,,No,MV,EURO5,37,18,1,8700,GUU632,2022-08-23_fleet-list.csv
23/08/2022,4226,NZ Bus,NZB,NBM,Unit_06,Bus,1/05/2013,1/05/2013,No,MV,EURO5,37,18,1,8700,GUU636,2022-08-23_fleet-list.csv
23/08/2022,5078,NZ Bus,NZB,NBM,,Bus,21/02/2019,21/02/2019,Yes,DD,EURO5,91,10,1,14750,LZZ702,2022-08-23_fleet-list.csv
23/08/2022,5079,NZ Bus,NZB,NBM,,Bus,24/02/2019,24/02/2019,Yes,DD,EURO5,91,10,1,14750,MAH5,2022-08-23_fleet-list.csv
23/08/2022,5080,NZ Bus,NZB,NBM,,Bus,25/02/2019,25/02/2019,Yes,DD,EURO5,91,10,1,14750,MAH26,2022-08-23_fleet-list.csv
23/08/2022,5081,NZ Bus,NZB,NBM,,Bus,21/02/2019,21/02/2019,Yes,DD,EURO5,91,10,1,14750,LZZ703,2022-08-23_fleet-list.csv
23/08/2022,5082,NZ Bus,NZB,NBM,,Bus,21/02/2019,21/02/2019,Yes,DD,EURO5,91,10,1,14750,LZZ704,2022-08-23_fleet-list.csv
23/08/2022,5083,NZ Bus,NZB,NBM,,Bus,25/02/2019,25/02/2019,Yes,DD,EURO5,91,10,1,14750,MAH27,2022-08-23_fleet-list.csv
23/08/2022,5084,NZ Bus,NZB,NBM,,Bus,25/02/2019,25/02/2019,Yes,DD,EURO5,91,10,1,14750,MAH28,2022-08-23_fleet-list.csv
23/08/2022,5085,NZ Bus,NZB,NBM,,Bus,21/02/2019,21/02/2019,Yes,DD,EURO5,91,10,1,14750,LZZ705,2022-08-23_fleet-list.csv
23/08/2022,5086,NZ Bus,NZB,NBM,,Bus,24/02/2019,24/02/2019,Yes,DD,EURO5,91,10,1,14750,MAH6,2022-08-23_fleet-list.csv
23/08/2022,5087,NZ Bus,NZB,NBM,,Bus,21/02/2019,21/02/2019,Yes,DD,EURO5,91,10,1,14750,LZZ706,2022-08-23_fleet-list.csv
23/08/2022,5088,NZ Bus,NZB,NBM,,Bus,24/02/2019,24/02/2019,Yes,DD,EURO5,91,10,1,14750,MAH7,2022-08-23_fleet-list.csv
23/08/2022,5089,NZ Bus,NZB,NBM,,Bus,21/02/2019,21/02/2019,Yes,DD,EURO5,91,10,1,14750,LZZ707,2022-08-23_fleet-list.csv
23/08/2022,5090,NZ Bus,NZB,NBM,,Bus,21/02/2019,21/02/2019,Yes,DD,EURO5,91,10,1,14750,LZZ708,2022-08-23_fleet-list.csv
23/08/2022,5091,NZ Bus,NZB,NBM,,Bus,24/02/2019,24/02/2019,Yes,DD,EURO5,91,10,1,14750,MAH9,2022-08-23_fleet-list.csv
23/08/2022,5092,NZ Bus,NZB,NBM,,Bus,21/02/2019,21/02/2019,Yes,DD,EURO5,91,10,1,14750,LZZ709,2022-08-23_fleet-list.csv
23/08/2022,5093,NZ Bus,NZB,NBM,,Bus,22/02/2019,22/02/2019,Yes,DD,EURO5,91,10,1,14750,LZZ710,2022-08-23_fleet-list.csv
23/08/2022,5094,NZ Bus,NZB,NBM,,Bus,24/02/2019,24/02/2019,Yes,DD,EURO5,91,10,1,14750,MAH8,2022-08-23_fleet-list.csv
23/08/2022,5701,NZ Bus,NZB,NBM,Unit_02,Bus,12/06/2020,12/06/2020,Yes,ELV,ELECTRIC,37,38,2,15210,NNJ799,2022-08-23_fleet-list.csv
23/08/2022,5702,NZ Bus,NZB,NBM,Unit_02,Bus,15/07/2021,15/07/2021,Yes,ELV,ELECTRIC,37,38,2,15180,NQD103,2022-08-23_fleet-list.csv
23/08/2022,5703,NZ Bus,NZB,NBM,Unit_02,Bus,15/07/2021,15/07/2021,Yes,ELV,ELECTRIC,37,38,2,15140,NQD104,2022-08-23_fleet-list.csv
23/08/2022,5704,NZ Bus,NZB,NBM,Unit_02,Bus,15/07/2021,15/07/2021,Yes,ELV,ELECTRIC,37,38,2,15120,NQD105,2022-08-23_fleet-list.csv
23/08/2022,5705,NZ Bus,NZB,NBM,Unit_02,Bus,15/07/2021,15/07/2021,Yes,ELV,ELECTRIC,37,38,2,15160,NQD106,2022-08-23_fleet-list.csv
